name	translation
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に火傷を付与。</color><color=#b00000>味方全体の敏捷40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人灼伤状态。</color><color=#b00000>我方全体敏捷减少40%。</color>
感電付与/俊敏減少の穢詛	感电赋予/敏捷减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に感電を付与。</color><color=#b00000>味方全体の敏捷40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人感电状态。</color><color=#b00000>我方全体敏捷减少40%。</color>
氷結付与/俊敏減少の穢詛	冻结赋予/敏捷减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に氷結を付与。</color><color=#b00000>味方全体の敏捷40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人冻结状态。</color><color=#b00000>我方全体敏捷减少40%。</color>
攻撃強化/幸運減少の穢詛	攻击强化/幸运减少的秽咒
<color=#005C5E>味方全体の攻撃40%増加。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>我方全体攻击提升40%。</color><color=#b00000>我方全体幸运减少40%。</color>
魔力強化/幸運減少の穢詛	魔力强化/幸运减少的秽咒
<color=#005C5E>味方全体の魔力40%増加。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>我方全体魔力提升40%。</color><color=#b00000>我方全体幸运减少40%。</color>
命中強化/幸運減少の穢詛	命中强化/幸运减少的秽咒
<color=#005C5E>味方全体の命中率40%増加。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>我方全体命中率提升40%。</color><color=#b00000>我方全体幸运减少40%。</color>
反撃強化/幸運減少の穢詛	反击强化/幸运减少的秽咒
<color=#005C5E>味方全体の反撃率40%増加。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>我方全体反击率提升40%。</color><color=#b00000>我方全体幸运减少40%。</color>
連撃強化/幸運減少の穢詛	连击强化/幸运减少的秽咒
<color=#005C5E>味方全体の連撃率20%増加。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>我方全体连击率提升20%。</color><color=#b00000>我方全体幸运减少40%。</color>
与撃増加/幸運減少の穢詛	攻击提升/幸运减少的秽咒
<color=#005C5E>味方が与えるダメージが<daeg_pow:1>%の確率で180%に増加。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>我方造成的伤害有<daeg_pow:1>%的概率提升至180%。</color><color=#b00000>我方全体幸运减少40%。</color>
毒付与/幸運減少の穢詛	毒赋予/幸运减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に毒を付与。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人中毒状态。</color><color=#b00000>我方全体幸运减少40%。</color>
出血付与/幸運減少の穢詛	出血赋予/幸运减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に出血を付与。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人出血状态。</color><color=#b00000>我方全体幸运减少40%。</color>
刻印付与/幸運減少の穢詛	刻印赋予/幸运减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に刻印を付与。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人刻印状态。</color><color=#b00000>我方全体幸运减少40%。</color>
火傷付与/幸運減少の穢詛	灼伤赋予/幸运减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に火傷を付与。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人灼伤状态。</color><color=#b00000>我方全体幸运减少40%。</color>
感電付与/幸運減少の穢詛	感电赋予/幸运减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に感電を付与。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人感电状态。</color><color=#b00000>我方全体幸运减少40%。</color>
氷結付与/幸運減少の穢詛	冻结赋予/幸运减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に氷結を付与。</color><color=#b00000>味方全体の幸運40%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人冻结状态。</color><color=#b00000>我方全体幸运减少40%。</color>
体力増加/会心減少の穢詛	生命增加/会心减少的秽咒
<color=#005C5E>味方全体の最大HP40%増加。</color><color=#b00000>味方全体のクリティカル率40%減少。</color>	<color=#005C5E>我方全体最大HP提升40%。</color><color=#b00000>我方全体暴击率减少40%。</color>
防御強化/会心減少の穢詛	防御强化/会心减少的秽咒
<color=#005C5E>味方全体の防御40%増加。</color><color=#b00000>味方全体のクリティカル率40%減少。</color>	<color=#005C5E>我方全体防御提升40%。</color><color=#b00000>我方全体暴击率减少40%。</color>
俊敏強化/会心減少の穢詛	敏捷强化/会心减少的秽咒
<color=#005C5E>味方全体の敏捷40%増加。</color><color=#b00000>味方全体のクリティカル率40%減少。</color>	<color=#005C5E>我方全体敏捷提升40%。</color><color=#b00000>我方全体暴击率减少40%。</color>
回避強化/会心減少の穢詛	回避强化/会心减少的秽咒
<color=#005C5E>味方全体の回避率40%増加。</color><color=#b00000>味方全体のクリティカル率40%減少。</color>	<color=#005C5E>我方全体回避率提升40%。</color><color=#b00000>我方全体暴击率减少40%。</color>
回復超越/会心減少の穢詛	回复超越/会心减少的秽咒
<color=#005C5E>味方全体の回復上限40000増加。</color><color=#b00000>味方全体のクリティカル率40%減少。</color>	<color=#005C5E>我方全体回复上限增加40000。</color><color=#b00000>我方全体暴击率减少40%。</color>
全体治癒/会心減少の穢詛	全体治愈/会心减少的秽咒
<color=#005C5E>ウェーブ開始時、味方全体のHP40000回復。</color><color=#b00000>味方全体のクリティカル率40%減少。</color>	<color=#005C5E>回合开始时，回复我方全体40000 HP。</color><color=#b00000>我方全体暴击率减少40%。</color>
被撃減少/会心減少の穢詛	受击减少/会心减少的秽咒
<color=#005C5E>敵から受けるダメージが<daeg_pow:1>%の確率で60%に減少。</color><color=#b00000>味方全体のクリティカル率40%減少。</color>	<color=#005C5E>受到敌人的伤害有<daeg_pow:1>%的概率减少至60%。</color><color=#b00000>我方全体暴击率减少40%。</color>
体力増加/命中減少の穢詛	生命增加/命中减少的秽咒
<color=#005C5E>味方全体の最大HP40%増加。</color><color=#b00000>味方全体の命中率40%減少。</color>	<color=#005C5E>我方全体最大HP提升40%。</color><color=#b00000>我方全体命中率减少40%。</color>
防御強化/命中減少の穢詛	防御强化/命中减少的秽咒
<color=#005C5E>味方全体の防御40%増加。</color><color=#b00000>味方全体の命中率40%減少。</color>	<color=#005C5E>我方全体防御提升40%。</color><color=#b00000>我方全体命中率减少40%。</color>
俊敏強化/命中減少の穢詛	敏捷强化/命中减少的秽咒
<color=#005C5E>味方全体の敏捷40%増加。</color><color=#b00000>味方全体の命中率40%減少。</color>	<color=#005C5E>我方全体敏捷提升40%。</color><color=#b00000>我方全体命中率减少40%。</color>
幸運強化/命中減少の穢詛	幸运强化/命中减少的秽咒
<color=#005C5E>味方全体の幸運40%増加。</color><color=#b00000>味方全体の命中率40%減少。</color>	<color=#005C5E>我方全体幸运提升40%。</color><color=#b00000>我方全体命中率减少40%。</color>
回避強化/命中減少の穢詛	回避强化/命中减少的秽咒
<color=#005C5E>味方全体の回避率40%増加。</color><color=#b00000>味方全体の命中率40%減少。</color>	<color=#005C5E>我方全体回避率提升40%。</color><color=#b00000>我方全体命中率减少40%。</color>
回復超越/命中減少の穢詛	回复超越/命中减少的秽咒
<color=#005C5E>味方全体の回復上限40000増加。</color><color=#b00000>味方全体の命中率40%減少。</color>	<color=#005C5E>我方全体回复上限增加40000。</color><color=#b00000>我方全体命中率减少40%。</color>
全体治癒/命中減少の穢詛	全体治愈/命中减少的秽咒
<color=#005C5E>ウェーブ開始時、味方全体のHP40000回復。</color><color=#b00000>味方全体の命中率40%減少。</color>	<color=#005C5E>回合开始时，回复我方全体40000 HP。</color><color=#b00000>我方全体命中率减少40%。</color>
被撃減少/命中減少の穢詛	受击减少/命中减少的秽咒
<color=#005C5E>敵から受けるダメージが<daeg_pow:1>%の確率で60%に減少。</color><color=#b00000>味方全体の命中率40%減少。</color>	<color=#005C5E>受到敌人的伤害有<daeg_pow:1>%的概率减少至60%。</color><color=#b00000>我方全体命中率减少40%。</color>
体力増加/反撃減少の穢詛	生命增加/反击减少的秽咒
<color=#005C5E>味方全体の最大HP40%増加。</color><color=#b00000>味方全体の反撃率40%減少。</color>	<color=#005C5E>我方全体最大HP提升40%。</color><color=#b00000>我方全体反击率减少40%。</color>
防御強化/反撃減少の穢詛	防御强化/反击减少的秽咒
<color=#005C5E>味方全体の防御40%増加。</color><color=#b00000>味方全体の反撃率40%減少。</color>	<color=#005C5E>我方全体防御提升40%。</color><color=#b00000>我方全体反击率减少40%。</color>
俊敏強化/反撃減少の穢詛	敏捷强化/反击减少的秽咒
<color=#005C5E>味方全体の敏捷40%増加。</color><color=#b00000>味方全体の反撃率40%減少。</color>	<color=#005C5E>我方全体敏捷提升40%。</color><color=#b00000>我方全体反击率减少40%。</color>
幸運強化/反撃減少の穢詛	幸运强化/反击减少的秽咒
<color=#005C5E>味方全体の幸運40%増加。</color><color=#b00000>味方全体の反撃率40%減少。</color>	<color=#005C5E>我方全体幸运提升40%。</color><color=#b00000>我方全体反击率减少40%。</color>
回復超越/反撃減少の穢詛	回复超越/反击减少的秽咒
<color=#005C5E>味方全体の回復上限40000増加。</color><color=#b00000>味方全体の反撃率40%減少。</color>	<color=#005C5E>我方全体回复上限增加40000。</color><color=#b00000>我方全体反击率减少40%。</color>
全体治癒/反撃減少の穢詛	全体治愈/反击减少的秽咒
<color=#005C5E>ウェーブ開始時、味方全体のHP40000回復。</color><color=#b00000>味方全体の反撃率40%減少。</color>	<color=#005C5E>回合开始时，回复我方全体40000 HP。</color><color=#b00000>我方全体反击率减少40%。</color>
被撃減少/反撃減少の穢詛	受击减少/反击减少的秽咒
<color=#005C5E>敵から受けるダメージが<daeg_pow:1>%の確率で60%に減少。</color><color=#b00000>味方全体の反撃率40%減少。</color>	<color=#005C5E>受到敌人的伤害有<daeg_pow:1>%的概率减少至60%。</color><color=#b00000>我方全体反击率减少40%。</color>
体力増加/冥力消失の穢詛	生命增加/冥力消失的秽咒
<color=#005C5E>味方全体の最大HP50%増加。</color><color=#b00000>バトル開始時のMPが0になる。</color>	<color=#005C5E>我方全体最大HP提升50%。</color><color=#b00000>战斗开始时MP变为0。</color>
攻撃強化/冥力消失の穢詛	攻击强化/冥力消失的秽咒
<color=#005C5E>味方全体の攻撃50%増加。</color><color=#b00000>バトル開始時のMPが0になる。</color>	<color=#005C5E>我方全体攻击提升50%。</color><color=#b00000>战斗开始时MP变为0。</color>
防御強化/冥力消失の穢詛	防御强化/冥力消失的秽咒
<color=#005C5E>味方全体の防御50%増加。</color><color=#b00000>バトル開始時のMPが0になる。</color>	<color=#005C5E>我方全体防御提升50%。</color><color=#b00000>战斗开始时MP变为0。</color>
魔力強化/冥力消失の穢詛	魔力强化/冥力消失的秽咒
<color=#005C5E>味方全体の魔力50%増加。</color><color=#b00000>バトル開始時のMPが0になる。</color>	<color=#005C5E>我方全体魔力提升50%。</color><color=#b00000>战斗开始时MP变为0。</color>
俊敏強化/冥力消失の穢詛	敏捷强化/冥力消失的秽咒
<color=#005C5E>味方全体の敏捷50%増加。</color><color=#b00000>バトル開始時のMPが0になる。</color>	<color=#005C5E>我方全体敏捷提升50%。</color><color=#b00000>战斗开始时MP变为0。</color>
幸運強化/冥力消失の穢詛	幸运强化/冥力消失的秽咒
<color=#005C5E>味方全体の幸運50%増加。</color><color=#b00000>バトル開始時のMPが0になる。</color>	<color=#005C5E>我方全体幸运提升50%。</color><color=#b00000>战斗开始时MP变为0。</color>
会心強化/冥力消失の穢詛	会心强化/冥力消失的秽咒
<color=#005C5E>味方全体のクリティカル率50%増加。</color><color=#b00000>バトル開始時のMPが0になる。</color>	<color=#005C5E>我方全体暴击率提升50%。</color><color=#b00000>战斗开始时MP变为0。</color>
命中強化/冥力消失の穢詛	命中强化/冥力消失的秽咒
<color=#005C5E>味方全体の命中率50%増加。</color><color=#b00000>バトル開始時のMPが0になる。</color>	<color=#005C5E>我方全体命中率提升50%。</color><color=#b00000>战斗开始时MP变为0。</color>
